ID,gene_x,J,J cut-point,J sensitivity,J specificity,J F1,CZ,CZ cut-point,CZ sensitivity,CZ specificity,CZ F1,ER,ER cut-point,ER sensitivity,ER specificity,ER F1,UI,UI cut-point,UI sensitivity,UI specificity,UI F1,AUC,t_dbeta_avg,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene_y,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10
cg08467400,OGDH,0.188068,0.01,0.746231156,0.936170213,0.830478854,0.323318721,0.01,0.746231156,0.936170213,0.830478854,0.623483865,0.01,0.746231156,0.936170213,0.830478854,0.942211055,0.03,0.746231156,0.936170213,0.830478854,0.063402117,0.00792958,0.00792958,0.050690473,5.417919399,7.77E-08,2.11E-07,6.623551068,0.043598399,0.051527979,0.00792958,7,44646271,R,I,OGDH,5'UTR,island,5'UTR-island,chr7:44646065-44646823,,,high-CpG:44612676-44613085,,
cg04943625,EGR2,0.347695926,0.07,0.703517588,0.957446809,0.811071773,0.44905378,0.07,0.703517588,0.957446809,0.811071773,0.472000951,0.07,0.703517588,0.957446809,0.811071773,0.141665776,0.07,0.703517588,0.957446809,0.811071773,0.620603015,0.113521446,0.113521446,0.226276071,5.397251097,8.68E-08,2.35E-07,6.51540318,0.12474453,0.238265976,0.113521446,10,64578131,R,II,EGR2,5'UTR,island,5'UTR-island,chr10:64574660-64578778,,,,,
cg02446871,EPB41,0.413182936,0.03,0.781407035,0.957446809,0.860515879,0.499251577,0.03,0.781407035,0.957446809,0.860515879,0.414990343,0.03,0.781407035,0.957446809,0.860515879,0.377151716,0.02,0.781407035,0.957446809,0.860515879,0.458115043,-0.018849873,-0.018849873,0.066660587,-3.111065135,0.001923626,0.00304061,-2.998010324,0.083519575,0.064669702,-0.018849873,1,29241833,R,II,EPB41,5'UTR,island,5'UTR-island,chr1:29240768-29241969,,,,,
cg22978620,GATA2,0.643536833,0.08,0.753768844,0.914893617,0.826552188,0.666631027,0.08,0.753768844,0.914893617,0.826552188,0.279589707,0.07,0.753768844,0.914893617,0.826552188,0.200898108,0.05,0.753768844,0.914893617,0.826552188,0.685582166,0.109741897,0.109741897,0.300961473,5.390392522,9.01E-08,2.43E-07,6.479600887,0.202810294,0.31255219,0.109741897,3,128210888,F,I,GATA2,5'UTR,island,5'UTR-island,chr3:128205495-128212274,TRUE,TRUE,,,
cg08519643,PLAC8,0.357265049,0.02,0.753768844,0.957446809,0.84348641,0.438736234,0.01,0.753768844,0.957446809,0.84348641,0.479751765,0.01,0.753768844,0.957446809,0.84348641,0.796482412,0.16,0.753768844,0.957446809,0.84348641,0.205816316,0.100443148,0.100443148,0.123553975,5.375316736,9.77E-08,2.63E-07,6.40105401,0.033719429,0.134162577,0.100443148,4,84030854,R,II,PLAC8,5'UTR,island,5'UTR-island,chr4:84030630-84031309,,,,,
cg13258039,EFNB3,0.200149685,0.01,0.869346734,0.893617021,0.881314816,0.273922806,0.01,0.869346734,0.893617021,0.881314816,0.701579849,0.01,0.869346734,0.893617021,0.881314816,0.975943548,0.27,0.869346734,0.893617021,0.881314816,0.02459104,0.020686639,0.020686639,0.034306371,3.211909841,0.001365944,0.002205188,-2.682897245,0.015804613,0.036491253,0.020686639,17,7608697,R,I,EFNB3,5'UTR,island,5'UTR-island,chr17:7608376-7608956,TRUE,,,,
cg06090864,FFAR1,0.268149257,0.03,0.768844221,0.85106383,0.807867467,0.38533091,0.02,0.768844221,0.85106383,0.807867467,0.543055045,0.02,0.768844221,0.85106383,0.807867467,0.419544531,0.01,0.768844221,0.85106383,0.807867467,0.36421469,-0.043946056,-0.043946056,0.865843383,-5.337360344,1.20E-07,3.19E-07,6.204209164,0.905147946,0.86120189,-0.043946056,19,35842448,R,II,FFAR1,5'UTR,island,5'UTR-island,chr19:35842430-35843187,,,,,
cg27249178,MRAS,0.25088207,0.01,0.816582915,0.957446809,0.881422329,0.371431626,0.01,0.816582915,0.957446809,0.881422329,0.565754859,0.01,0.816582915,0.957446809,0.881422329,0.927135678,0.07,0.816582915,0.957446809,0.881422329,0.073211804,0.012553713,0.012553713,0.03994487,3.22037588,0.00132669,0.002145382,-2.655996144,0.028717055,0.041270768,0.012553713,3,138067404,R,I,MRAS,5'UTR,island,5'UTR-island,chr3:138066795-138067854,,,,,
cg05750276,WDR11,0.216882284,0.01,0.746231156,0.914893617,0.821999807,0.338233722,0.01,0.746231156,0.914893617,0.821999807,0.608745005,0.01,0.746231156,0.914893617,0.821999807,0.95562921,0.03,0.746231156,0.914893617,0.821999807,0.059873837,0.009286802,0.009286802,0.038117175,5.183765836,2.69E-07,6.90E-07,5.421034375,0.029811226,0.039098029,0.009286802,10,122610832,R,II,WDR11,5'UTR,island,5'UTR-island,chr10:122610678-122611052,TRUE,,high-CpG:122600753-122600927,,
cg25928603,SATB2,0.398481771,0.02,0.841708543,0.765957447,0.802048349,0.432802309,0.02,0.841708543,0.765957447,0.802048349,0.490739902,0.01,0.841708543,0.765957447,0.802048349,0.824120603,0.07,0.841708543,0.765957447,0.802048349,0.187025553,0.049160408,0.049160408,0.08945857,4.416051863,1.13E-05,2.40E-05,1.831629669,0.045490385,0.094650793,0.049160408,2,200323017,R,I,SATB2,5'UTR,island,5'UTR-island,chr2:200320502-200329681,,,high-CpG:200031184-200031409,,
cg07763231,SLC16A3,0.353576393,0.14,0.977386935,0.680851064,0.802604855,0.433176521,0.12,0.977386935,0.680851064,0.802604855,0.490036101,0.1,0.977386935,0.680851064,0.802604855,0.05271036,0.1,0.977386935,0.680851064,0.802604855,0.641345023,-0.061725071,-0.061725071,0.400650553,-3.362677898,0.000804857,0.001341601,-2.193483767,0.455856347,0.394131276,-0.061725071,17,80187349,F,II,SLC16A3,5'UTR,island,5'UTR-island,chr17:80186135-80189990,,,,,
cg13944939,ST6GALNAC4,0.193253502,0.01,0.751256281,0.936170213,0.833581498,0.339890944,0.01,0.751256281,0.936170213,0.833581498,0.597967414,0.01,0.751256281,0.936170213,0.833581498,0.912060302,0.13,0.751256281,0.936170213,0.833581498,0.087966428,0.04203051,0.04203051,0.080166393,3.099663261,0.001998396,0.003151352,-3.03301951,0.04257506,0.08460557,0.04203051,9,130679246,R,I,ST6GALNAC4,5'UTR,island,5'UTR-island,chr9:130679120-130679612,,,,,
cg07879727,WNT3,0.320057735,0.02,0.804020101,0.936170213,0.865077415,0.428472148,0.02,0.804020101,0.936170213,0.865077415,0.495472157,0.02,0.804020101,0.936170213,0.865077415,0.434566449,0.01,0.804020101,0.936170213,0.865077415,0.349834278,0.090052939,0.090052939,0.120204504,5.698400323,1.64E-08,4.80E-08,8.129305063,0.039662774,0.129715713,0.090052939,17,44896017,F,II,WNT3,5'UTR,island,5'UTR-island,chr17:44895800-44897025,TRUE,,,,
cg14157048,OSR1,0.330802951,0.02,0.846733668,0.787234043,0.81590054,0.390676788,0.02,0.846733668,0.787234043,0.81590054,0.572780076,0.02,0.846733668,0.787234043,0.81590054,0.729445098,0.01,0.846733668,0.787234043,0.81590054,0.235405752,0.124070105,0.124070105,0.146945428,5.671799495,1.91E-08,5.54E-08,7.983461441,0.035979357,0.160049462,0.124070105,2,19558368,R,II,OSR1,5'UTR,island,5'UTR-island,chr2:19555789-19558403,,TRUE,,,rs45616237
cg09088437,EDAR,0.400833957,0.05,0.844221106,0.872340426,0.858050452,0.473430985,0.02,0.844221106,0.872340426,0.858050452,0.447918318,0.02,0.844221106,0.872340426,0.858050452,0.432267722,0.01,0.844221106,0.872340426,0.858050452,0.401929862,-0.092925829,-0.092925829,0.837932168,-5.976177997,3.30E-09,1.03E-08,9.690032731,0.921043359,0.82811753,-0.092925829,2,109559012,F,II,EDAR,5'UTR,island,5'UTR-island,chr2:109558965-109559186,,,,,
cg13783244,ELF2,0.412862183,0.01,0.809045226,0.914893617,0.858719921,0.49251577,0.01,0.809045226,0.914893617,0.858719921,0.430608455,0.01,0.809045226,0.914893617,0.858719921,0.899497487,0.05,0.809045226,0.914893617,0.858719921,0.102159735,0.018550489,0.018550489,0.038786484,5.747556715,1.24E-08,3.67E-08,8.40048163,0.02219526,0.040745749,0.018550489,4,140005441,F,I,ELF2,5'UTR,island,5'UTR-island,chr4:140004718-140005806,,,high-CpG:140224519-140225209,,
cg07079755,RGS19,0.278520261,0.01,0.826633166,0.914893617,0.868526875,0.392601304,0.01,0.826633166,0.914893617,0.868526875,0.54071335,0.01,0.826633166,0.914893617,0.868526875,0.942211055,0.04,0.826633166,0.914893617,0.868526875,0.075216508,0.011337094,0.011337094,0.050876483,5.863351781,6.39E-09,1.94E-08,9.047813016,0.04073679,0.052073884,0.011337094,20,62710946,F,I,RGS19,5'UTR,island,5'UTR-island,chr20:62710769-62711745,,,high-CpG:62181275-62181736,,
cg05574065,OGG1,0.174329092,0.01,0.791457286,0.957446809,0.866574966,0.319950818,0.01,0.791457286,0.957446809,0.866574966,0.624891188,0.01,0.791457286,0.957446809,0.866574966,0.931358922,0.03,0.791457286,0.957446809,0.866574966,0.063883246,0.006106477,0.006106477,0.036462234,3.036574501,0.002462632,0.003833785,-3.224457555,0.03100071,0.037107187,0.006106477,3,9791635,R,II,OGG1,5'UTR,island,5'UTR-island,chr3:9791123-9792011,,,high-CpG:9766602-9767024,,
cg14472251,SOCS4,0.193788089,0.03,0.841708543,0.765957447,0.802048349,0.311557789,0.02,0.841708543,0.765957447,0.802048349,0.627926431,0.02,0.841708543,0.765957447,0.802048349,0.425852668,0.01,0.841708543,0.765957447,0.802048349,0.291457286,0.008654969,0.008654969,0.082623034,3.036501821,0.00246322,0.003834683,-3.224675873,0.074882185,0.083537154,0.008654969,14,55493991,R,I,SOCS4,5'UTR,island,5'UTR-island,chr14:55493614-55494032,,,high-CpG:54563587-54563771,,
cg01895482,GNG7,0.183844756,0.01,0.927135678,0.744680851,0.825952099,0.34887202,0.01,0.927135678,0.744680851,0.825952099,0.579702385,0.01,0.927135678,0.744680851,0.825952099,0.802042126,0.02,0.927135678,0.744680851,0.825952099,0.155752165,0.009469277,0.009469277,0.956033638,6.019892733,2.55E-09,8.07E-09,9.941898071,0.947564487,0.957033764,0.009469277,19,2556145,F,II,GNG7,5'UTR,island,5'UTR-island,chr19:2555751-2556146,,TRUE,,,
cg01982455,RPS14,0.164118465,0.01,0.728643216,0.914893617,0.811215196,0.296696247,0.01,0.728643216,0.914893617,0.811215196,0.658439349,0.01,0.728643216,0.914893617,0.811215196,0.96530525,0.02,0.728643216,0.914893617,0.811215196,0.042553191,0.003765303,0.003765303,0.043864206,2.983596507,0.002926702,0.004507422,-3.38223661,0.040496586,0.044261889,0.003765303,5,149829250,F,I,RPS14,5'UTR,island,5'UTR-island,chr5:149828881-149829631,,,high-CpG:149809424-149809500,,
cg22507733,FZD3,0.10852133,0.02,0.706030151,0.936170213,0.80497412,0.291884957,0.01,0.706030151,0.936170213,0.80497412,0.650825339,0.01,0.706030151,0.936170213,0.80497412,0.848711643,0.01,0.706030151,0.936170213,0.80497412,0.118491393,0.0105577,0.0105577,0.051537182,2.983516975,0.002927456,0.004508502,-3.382471426,0.042094564,0.052652265,0.0105577,8,28352396,F,II,FZD3,5'UTR,island,5'UTR-island,chr8:28351456-28352560,,,,,
cg08508074,REXO1,0.132470865,0.01,0.793969849,0.829787234,0.811483506,0.239495349,0.01,0.793969849,0.829787234,0.811483506,0.733864996,0.01,0.793969849,0.829787234,0.811483506,0.977386935,0.03,0.793969849,0.829787234,0.811483506,0.026943227,0.005937088,0.005937088,0.027698436,5.905955484,4.99E-09,1.53E-08,9.288988832,0.022388411,0.028325499,0.005937088,19,1848440,F,I,REXO1,5'UTR,island,5'UTR-island,chr19:1848058-1848776,,,high-CpG:1799301-1799752,rs12985410,
cg09425708,TEAD4,0.25307388,0.01,0.731155779,0.957446809,0.82913857,0.342136213,0.01,0.731155779,0.957446809,0.82913857,0.616258033,0.01,0.731155779,0.957446809,0.82913857,0.959798995,0.04,0.731155779,0.957446809,0.82913857,0.041350369,0.009753492,0.009753492,0.035519219,2.841902932,0.004587092,0.006868068,-3.790843367,0.026795871,0.036549363,0.009753492,12,3069141,F,I,TEAD4,5'UTR,island,5'UTR-island,chr12:3067960-3069444,,,,,
cg27401989,SP1,0.125574682,0.02,0.748743719,0.957446809,0.840330869,0.302790548,0.02,0.748743719,0.957446809,0.840330869,0.640459135,0.02,0.748743719,0.957446809,0.840330869,0.584090666,0.01,0.748743719,0.957446809,0.840330869,0.251202823,0.008956407,0.008956407,0.06118859,3.031043308,0.00250772,0.003899876,-3.241057739,0.053178141,0.062134548,0.008956407,12,53774447,F,II,SP1,5'UTR,island,5'UTR-island,chr12:53774336-53774603,,,,,
cg13815390,DIDO1,0.12300866,0.01,0.716080402,0.914893617,0.803369498,0.275366193,0.01,0.716080402,0.914893617,0.803369498,0.6804597,0.02,0.716080402,0.914893617,0.803369498,0.545386507,0.04,0.716080402,0.914893617,0.803369498,0.218405859,0.011943062,0.011943062,0.131247236,2.936182069,0.003408435,0.00519988,-3.521137902,0.120565576,0.132508638,0.011943062,20,61568896,R,I,DIDO1,5'UTR,island,5'UTR-island,chr20:61568678-61569916,,,high-CpG:61039230-61039352,,
cg08659293,CAP1,0.173527211,0.01,0.783919598,0.914893617,0.844357732,0.206885491,0.01,0.783919598,0.914893617,0.844357732,0.785073697,0.01,0.783919598,0.914893617,0.844357732,1,0.05,0.783919598,0.914893617,0.844357732,0.003474821,0.003038225,0.003038225,0.023625497,2.974545566,0.003013552,0.00463242,-3.408919932,0.020908163,0.023946388,0.003038225,1,40506702,F,II,CAP1,5'UTR,island,5'UTR-island,chr1:40505411-40506703,,,high-CpG:40278289-40279316,rs11803302,
cg15299463,TEAD2,0.227948252,0.01,0.783919598,0.914893617,0.844357732,0.3207527,0.01,0.783919598,0.914893617,0.844357732,0.640667625,0.01,0.783919598,0.914893617,0.844357732,0.964824121,0.04,0.783919598,0.914893617,0.844357732,0.0391051,0.007664939,0.007664939,0.031079405,3.030837841,0.002509409,0.003902312,-3.241673816,0.024224021,0.03188896,0.007664939,19,49865398,F,I,TEAD2,5'UTR,island,5'UTR-island,chr19:49865341-49865690,,,,,
cg25711078,UBA5,0.13311237,0.01,0.74120603,0.893617021,0.810307053,0.307922592,0.01,0.74120603,0.893617021,0.810307053,0.633935107,0.01,0.74120603,0.893617021,0.810307053,0.889340319,0.03,0.74120603,0.893617021,0.810307053,0.08304822,0.01012503,0.01012503,0.045719948,2.974692904,0.00301212,0.00463036,-3.408486195,0.036664304,0.046789334,0.01012503,3,132379275,R,II,UBA5,5'UTR,island,5'UTR-island,chr3:132379083-132379643,TRUE,,high-CpG:133861278-133862485,,
cg13598790,SLC38A9,0.249064471,0.01,0.806532663,0.936170213,0.866529648,0.305730782,0.01,0.806532663,0.936170213,0.866529648,0.671246265,0.01,0.806532663,0.936170213,0.866529648,0.986742222,0.03,0.806532663,0.936170213,0.866529648,0.01667914,0.003351596,0.003351596,0.03210592,3.029433444,0.002520984,0.003919091,-3.245883686,0.029108312,0.032459908,0.003351596,5,55007947,R,I,SLC38A9,5'UTR,island,5'UTR-island,chr5:55007836-55008368,,,,,
cg02636798,RNASEH2A,0.120763391,0.01,0.761306533,0.914893617,0.831063626,0.156366941,0.01,0.761306533,0.914893617,0.831063626,0.837764832,0.01,0.761306533,0.914893617,0.831063626,0.997487437,0.03,0.761306533,0.914893617,0.831063626,0.004169785,0.002476584,0.002476584,0.017276128,3.038876669,0.002444086,0.003806829,-3.217539566,0.015061116,0.0175377,0.002476584,19,12917429,F,I,RNASEH2A,5'UTR,island,5'UTR-island,chr19:12917186-12917676,,,high-CpG:12778380-12778432,rs1046220,
cg15945769,HHAT,0.055436758,0.02,0.773869347,0.872340426,0.820159771,0.251790869,0.01,0.773869347,0.872340426,0.820159771,0.705331234,0.01,0.773869347,0.872340426,0.820159771,0.86993478,0.01,0.773869347,0.872340426,0.820159771,0.081417727,0.004361764,0.004361764,0.03973148,3.043210421,0.002409521,0.003756072,-3.204502755,0.035830396,0.040192161,0.004361764,1,210502792,F,II,HHAT,5'UTR,island,5'UTR-island,chr1:210502133-210502793,,,,,
cg21943841,GNG7,0.179728429,0.01,0.766331658,0.978723404,0.859602365,0.196728322,0.01,0.766331658,0.978723404,0.859602365,0.799278214,0.01,0.766331658,0.978723404,0.859602365,1,0.04,0.766331658,0.978723404,0.859602365,0.002833316,0.00296133,0.00296133,0.018341055,3.037787978,0.002452841,0.003819511,-3.220811711,0.015692495,0.018653825,0.00296133,19,2611314,R,I,GNG7,5'UTR,island,5'UTR-island,chr19:2610947-2611464,,,,,
cg01054110,NCOR2,0.428632524,0.1,0.851758794,0.765957447,0.80658273,0.499732706,0.07,0.851758794,0.765957447,0.80658273,0.427227198,0.07,0.851758794,0.765957447,0.80658273,0.068373784,0.06,0.851758794,0.765957447,0.80658273,0.64543462,0.094830259,0.094830259,0.338448334,5.790246324,9.74E-09,2.91E-08,8.637737229,0.253633855,0.348464114,0.094830259,12,125002332,F,I,NCOR2,5'UTR,island,5'UTR-island,chr12:125002006-125002433,,,,,
cg07274194,DLK2,0.26494173,0.01,0.733668342,0.936170213,0.822640543,0.395167326,0.01,0.733668342,0.936170213,0.822640543,0.529017456,0.01,0.733668342,0.936170213,0.822640543,0.907035176,0.04,0.733668342,0.936170213,0.822640543,0.106623543,0.021016156,0.021016156,0.083473332,2.952311547,0.003236991,0.004954507,-3.474131208,0.06467686,0.085693016,0.021016156,6,43423442,F,I,DLK2,5'UTR,island,5'UTR-island,chr6:43422368-43423705,,,,rs3734686,
cg08645257,HDLBP,0.181332193,0.02,0.788944724,0.872340426,0.828549363,0.347482091,0.02,0.788944724,0.872340426,0.828549363,0.581306444,0.02,0.788944724,0.872340426,0.828549363,0.486795681,0.04,0.788944724,0.872340426,0.828549363,0.312279483,0.018709797,0.018709797,0.097869751,3.062852113,0.00225841,0.003534389,-3.145188463,0.081136044,0.099845842,0.018709797,2,242211290,F,II,HDLBP,5'UTR,island,5'UTR-island,chr2:242211289-242212308,TRUE,,,,
cg11909912,MAPT,0.477868064,0.1,0.688442211,0.957446809,0.800961414,0.533090987,0.08,0.688442211,0.957446809,0.800961414,0.383671915,0.08,0.688442211,0.957446809,0.800961414,0.092964824,0.07,0.688442211,0.957446809,0.800961414,0.680209558,-0.047856111,-0.047856111,0.215044452,-2.958309964,0.003175266,0.004865573,-3.456585399,0.257846098,0.209989987,-0.047856111,17,43974919,R,II,MAPT,5'UTR,island,5'UTR-island,chr17:43971410-43975040,,,,,
cg12610119,HIPK1,0.041697851,0.02,0.688442211,0.978723404,0.808311422,0.232545707,0.01,0.688442211,0.978723404,0.808311422,0.73137914,0.01,0.688442211,0.978723404,0.808311422,0.854485192,0.01,0.688442211,0.978723404,0.808311422,0.074067144,0.004154037,0.004154037,0.043498235,2.99896961,0.002784415,0.004301937,-3.336732668,0.039782938,0.043936976,0.004154037,1,114472148,R,II,HIPK1,5'UTR,island,5'UTR-island,chr1:114471965-114472899,TRUE,,,,
cg13440781,TIPRL,0.138351331,0.01,0.703517588,0.978723404,0.818609381,0.173206458,0.01,0.703517588,0.978723404,0.818609381,0.820200082,0.01,0.703517588,0.978723404,0.818609381,1,0.04,0.703517588,0.978723404,0.818609381,0.00438362,0.002561342,0.002561342,0.02125739,3.00011134,0.002774105,0.004286898,-3.333344039,0.018966572,0.021527914,0.002561342,1,168148262,F,I,TIPRL,5'UTR,island,5'UTR-island,chr1:168147963-168148637,,,,,
cg06144381,IER2,0,0.04,0.788944724,0.978723404,0.873646646,0.050037421,0.01,0.788944724,0.978723404,0.873646646,0.954989865,0.01,0.788944724,0.978723404,0.873646646,0.883459852,0.01,0.788944724,0.978723404,0.873646646,0.003314445,-0.002231166,-0.002231166,0.009585519,-2.995403512,0.002816846,0.004348832,-3.34730863,0.011581034,0.009349868,-0.002231166,19,13262847,F,II,IER2,5'UTR,island,5'UTR-island,chr19:13260562-13264924,,,,,
cg08502873,MAPK14,0.09798995,0.03,0.721105528,0.957446809,0.822637664,0.270929114,0.01,0.721105528,0.957446809,0.822637664,0.678744353,0.01,0.721105528,0.957446809,0.822637664,0.8365765,0.01,0.721105528,0.957446809,0.822637664,0.106971025,0.005946097,0.005946097,0.046291757,2.949231811,0.003269105,0.005000682,-3.483126093,0.040973675,0.046919771,0.005946097,6,35995679,R,I,MAPK14,5'UTR,island,5'UTR-island,chr6:35995245-35996372,,,high-CpG:36103452-36103663,,
cg00400102,CAPRIN2,0.104511921,0.03,0.751256281,0.893617021,0.816276122,0.268149257,0.01,0.751256281,0.893617021,0.816276122,0.682186442,0.01,0.751256281,0.893617021,0.816276122,0.673313375,0.01,0.751256281,0.893617021,0.816276122,0.183818026,0.009898653,0.009898653,0.048851836,2.966172696,0.003095986,0.004750922,-3.43353345,0.039998658,0.049897311,0.009898653,12,30907366,F,II,CAPRIN2,5'UTR,island,5'UTR-island,chr12:30907359-30908245,,,,,
cg08418172,HSPBP1,0.138511707,0.02,0.708542714,0.957446809,0.814401232,0.319362771,0.01,0.708542714,0.957446809,0.814401232,0.615949753,0.01,0.708542714,0.957446809,0.814401232,0.863145515,0.03,0.708542714,0.957446809,0.814401232,0.12212659,0.006609972,0.006609972,0.038007428,2.991188309,0.002855625,0.004405198,-3.35979374,0.032095588,0.03870556,0.006609972,19,55791495,F,I,HSPBP1,5'UTR,island,5'UTR-island,chr19:55791274-55791818,,TRUE,high-CpG:60483240-60483318,rs28384394,
cg23792383,KLF5,0.240511066,0.02,0.683417085,0.978723404,0.804837257,0.381054207,0.01,0.683417085,0.978723404,0.804837257,0.542616931,0.01,0.683417085,0.978723404,0.804837257,0.854271357,0.03,0.683417085,0.978723404,0.804837257,0.185448519,-0.00792288,-0.00792288,0.046120466,-2.787361165,0.005427195,0.008042454,-3.942925255,0.053206547,0.045283668,-0.00792288,13,73633288,F,I,KLF5,5'UTR,island,5'UTR-island,chr13:73632860-73634370,,,high-CpG:72531098-72531313,,
cg08135787,HMGN4,0.184700096,0.01,0.733668342,0.893617021,0.805781866,0.346359457,0.01,0.733668342,0.893617021,0.805781866,0.584290349,0.01,0.733668342,0.893617021,0.805781866,0.896984925,0.03,0.733668342,0.893617021,0.805781866,0.112263445,0.009872483,0.009872483,0.040454142,3.007792408,0.002705642,0.004187935,-3.310513939,0.031624371,0.041496854,0.009872483,6,26538969,R,II,HMGN4,5'UTR,island,5'UTR-island,chr6:26538496-26539015,,,,,
cg16470529,ESPL1,0.065326633,0.04,0.731155779,0.893617021,0.80426414,0.2346306,0.01,0.731155779,0.893617021,0.80426414,0.729058635,0.01,0.731155779,0.893617021,0.80426414,0.641077729,0.01,0.731155779,0.893617021,0.80426414,0.165428205,0.006368712,0.006368712,0.050406001,2.891928518,0.003922194,0.005931818,-3.648810184,0.04470994,0.051078651,0.006368712,12,53662284,R,II,ESPL1,5'UTR,island,5'UTR-island,chr12:53661928-53662429,,,high-CpG:51948267-51948610,,
cg24119079,ZNF583,0.213888592,0.02,0.706030151,0.957446809,0.812739017,0.319683524,0.01,0.706030151,0.957446809,0.812739017,0.61466671,0.01,0.706030151,0.957446809,0.812739017,0.787394419,0.01,0.706030151,0.957446809,0.812739017,0.171843259,0.031921921,0.031921921,0.10699151,2.984941876,0.00291399,0.004489288,-3.378263506,0.078441117,0.110363039,0.031921921,19,56915653,F,I,ZNF583,5'UTR,island,5'UTR-island,chr19:56915356-56915856,,,,,
cg05588658,NCK2,0.210199936,0.01,0.706030151,0.936170213,0.80497412,0.282903881,0.01,0.706030151,0.936170213,0.80497412,0.69164749,0.01,0.706030151,0.936170213,0.80497412,0.987437186,0.04,0.706030151,0.936170213,0.80497412,0.020715279,0.003437988,0.003437988,0.021229364,2.889856775,0.003947889,0.005968379,-3.654740582,0.018154489,0.021592477,0.003437988,2,106361650,R,I,NCK2,5'UTR,island,5'UTR-island,chr2:106361032-106362218,,,high-CpG:105727475-105728114,,
cg16158641,UBASH3B,0.130974019,0.02,0.748743719,0.957446809,0.840330869,0.304715065,0.01,0.748743719,0.957446809,0.840330869,0.635572848,0.01,0.748743719,0.957446809,0.840330869,0.860258741,0.04,0.748743719,0.957446809,0.840330869,0.10763926,0.028476917,0.028476917,0.067768125,3.014591042,0.002646339,0.004101575,-3.290258944,0.042298882,0.070775799,0.028476917,11,122526738,F,I,UBASH3B,5'UTR,island,5'UTR-island,chr11:122526278-122527479,,,high-CpG:122031549-122031951,,
cg25115537,ZHX2,0.412541431,0.11,0.751256281,0.936170213,0.833581498,0.471239175,0.11,0.751256281,0.936170213,0.833581498,0.477191872,0.11,0.751256281,0.936170213,0.833581498,0.10809366,0.09,0.751256281,0.936170213,0.833581498,0.687266118,0.059962718,0.059962718,0.357529023,3.016849503,0.002626903,0.004073457,-3.283520454,0.303899445,0.363862164,0.059962718,8,123801352,R,I,ZHX2,5'UTR,opensea,5'UTR-opensea,,,TRUE,,,
cg20037968,CARD11,0.204105635,0.01,0.907035176,0.85106383,0.878158543,0.35411098,0.01,0.907035176,0.85106383,0.878158543,0.577440169,0.01,0.907035176,0.85106383,0.878158543,0.751523575,0.03,0.907035176,0.85106383,0.878158543,0.216107131,-0.039170518,-0.039170518,0.910434809,-3.237504859,0.001250438,0.002029581,-2.601356726,0.945468216,0.906297698,-0.039170518,7,3041098,R,II,CARD11,5'UTR,opensea,5'UTR-opensea,,,,,,
cg26896912,PRLR,0.210039559,0.01,0.798994975,0.978723404,0.879773862,0.256388325,0.01,0.798994975,0.978723404,0.879773862,0.728930701,0.01,0.798994975,0.978723404,0.879773862,0.994974874,0.06,0.798994975,0.978723404,0.879773862,0.009622581,0.004018069,0.004018069,0.022437619,2.996142185,0.0028101,0.004339107,-3.345118965,0.01884393,0.022862,0.004018069,5,35229788,F,II,PRLR,5'UTR,opensea,5'UTR-opensea,,TRUE,TRUE,,,
cg02345321,TACC1,0.396610713,0.08,0.844221106,0.957446809,0.897276126,0.483053566,0.08,0.844221106,0.957446809,0.897276126,0.437256134,0.08,0.844221106,0.957446809,0.897276126,0.068373784,0.07,0.844221106,0.957446809,0.897276126,0.641077729,0.048315796,0.048315796,0.651059029,3.145945614,0.001710573,0.002722549,-2.8901299,0.60784625,0.656162045,0.048315796,8,38597616,F,II,TACC1,5'UTR,opensea,5'UTR-opensea,,TRUE,TRUE,,,
cg04272820,THRA,0.322409922,0.1,0.816582915,0.893617021,0.853365009,0.421308671,0.1,0.816582915,0.893617021,0.853365009,0.506007739,0.08,0.816582915,0.893617021,0.853365009,0.081898856,0.08,0.816582915,0.893617021,0.853365009,0.601651876,-0.049819983,-0.049819983,0.352665932,-3.143454143,0.001725038,0.00274441,-2.897874684,0.39722403,0.347404046,-0.049819983,17,38228538,F,II,THRA,5'UTR,opensea,5'UTR-opensea,,,TRUE,,,
cg11316904,CREB5,0.391585588,0.07,0.778894472,0.893617021,0.832321166,0.481610179,0.06,0.778894472,0.893617021,0.832321166,0.43286039,0.06,0.778894472,0.893617021,0.832321166,0.088420828,0.06,0.778894472,0.893617021,0.832321166,0.64981824,0.09246211,0.09246211,0.302262952,5.619959566,2.56E-08,7.31E-08,7.701064617,0.219566503,0.312028613,0.09246211,7,28355605,F,II,CREB5,5'UTR,opensea,5'UTR-opensea,,,TRUE,,,
